en,kor,cc
We have lots to do.,우리는 할 일이 많다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1457520 (CK) & #11105859 (intertime)
He used the dictionary.,그는 사전을 사용했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #290948 (CK) & #7342928 (yesjustryan)
"You are not a good person. You know that, right?",넌 그다지 좋은 사람이 아냐. 너도 그건 알고 있지?,CC-BY 2.0 (France) Attribution: tatoeba.org #1370529 (GLaDOS) & #8365032 (Eunhee)
Blood was everywhere.,피가 여기저기 있었다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2245003 (CK) & #6304940 (Queserasera)
I'm quite happy here.,난 여기 꽤 만족스러워.,CC-BY 2.0 (France) Attribution: tatoeba.org #5166516 (CK) & #8358297 (Eunhee)
Tom has very good problem-solving skills.,톰은 뛰어난 문제해결능력을 가지고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #3934340 (Hybrid) & #8358092 (Eunhee)
I think I understand.,알 것 같습니다.,CC-BY 2.0 (France) Attribution: tatoeba.org #320004 (CK) & #11105441 (intertime)
"I caught a cold, and I have a fever.",감기에 걸려서 열이 나.,CC-BY 2.0 (France) Attribution: tatoeba.org #319756 (CK) & #8437658 (Eunhee)
I'll see you at the restaurant.,레스토랑에서 보자.,CC-BY 2.0 (France) Attribution: tatoeba.org #3212851 (Hybrid) & #8533609 (Eunhee)
I read a French book.,난 프랑스 책을 읽었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8407360 (CK) & #8410347 (Eunhee)
The material is light enough to float in water.,이 물질은 물에 뜰 정도로 가벼워.,CC-BY 2.0 (France) Attribution: tatoeba.org #5724137 (Joseph) & #8364916 (Eunhee)
He denied having stolen the money.,그는 돈을 훔쳤다는 사실을 부인했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #289472 (CK) & #11105431 (intertime)
Can you help me install this software?,이 소프트웨어 설치하는 법을 알려줄 수 있어?,CC-BY 2.0 (France) Attribution: tatoeba.org #4873725 (meirad) & #8365233 (Eunhee)
My father can fly an airplane.,우리 아버지는 비행기를 몰 줄 안다.,CC-BY 2.0 (France) Attribution: tatoeba.org #251726 (CK) & #11106635 (intertime)
Good morning.,좋은 아침이예요.,CC-BY 2.0 (France) Attribution: tatoeba.org #2258234 (_undertoad) & #5548652 (YUJIHEE)
I could write Tom a note if you want me to.,네가 원한다면 톰에게 쪽지를 써줄 수 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #4198317 (CK) & #8549640 (okja)
Tom and Mary still live next door to John and Alice.,톰과 메리는 아직도 존과 앨리스의 옆집에 살아.,CC-BY 2.0 (France) Attribution: tatoeba.org #7539614 (CK) & #8368403 (Eunhee)
I had difficulty in solving this problem.,이 문제를 해결하는 데 곤욕을 겪고 있다,CC-BY 2.0 (France) Attribution: tatoeba.org #56652 (CK) & #8306567 (ljj)
Tom said goodbye and left.,톰은 작별인사를 한 후 떠났다.,CC-BY 2.0 (France) Attribution: tatoeba.org #8530115 (CK) & #8533690 (Eunhee)
The ice melted.,얼음이 녹았어.,CC-BY 2.0 (France) Attribution: tatoeba.org #415449 (CM) & #8363669 (Eunhee)
Is it true you had a fight with Tom?,톰이랑 싸웠다는 게 사실이야?,CC-BY 2.0 (France) Attribution: tatoeba.org #8186048 (CK) & #8367263 (Eunhee)
Monkeys are intelligent.,원숭이는 영리하다.,CC-BY 2.0 (France) Attribution: tatoeba.org #3666546 (MTC) & #11597134 (cherryband)
I thought you said you'd help us do that.,당신이 우릴 도와준다고 말한 줄 알았다.,CC-BY 2.0 (France) Attribution: tatoeba.org #6241828 (CK) & #11107509 (intertime)
When was the last time you saw that cat?,저 고양이를 마지막으로 봤을 때가 언제야?,CC-BY 2.0 (France) Attribution: tatoeba.org #4369164 (CK) & #8364956 (Eunhee)
I think it's cruel to keep a cat indoors.,고양이를 실내에만 두는 건 잔인한 것 같아.,CC-BY 2.0 (France) Attribution: tatoeba.org #1911949 (Spamster) & #8364976 (Eunhee)
Let me take you to the hospital.,내가 병원으로 데려다 줄게요.,CC-BY 2.0 (France) Attribution: tatoeba.org #4015270 (CK) & #4965199 (rainbow4us)
There are four seasons in a year.,일 년에는 사계절이 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #27392 (CM) & #8361510 (Eunhee)
Its origin is unknown.,출처는 불명이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #4500463 (CK) & #8386669 (Eunhee)
I need more butter.,버터가 더 필요하다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2387497 (CK) & #11105456 (intertime)
Please make the bed.,이불을 정리해 주세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #33956 (CK) & #11105445 (intertime)
Help me.,도와줘.,CC-BY 2.0 (France) Attribution: tatoeba.org #266065 (Zifre) & #8355990 (Eunhee)
"Since there is no air on the moon, there is no sound at all.",달에는 공기가 없으니까 소리도 전혀 없어.,CC-BY 2.0 (France) Attribution: tatoeba.org #238803 (CK) & #8365770 (Eunhee)
Tom did that already.,톰은 그것을 이미 했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #4667011 (CK) & #5526631 (raining211)
"The boy seized the ladder, and began to climb.",소년이 사다리를 잡고 오르기 시작했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #267988 (CM) & #10576616 (ssuss32)
Dolphins are curious.,돌고래는 호기심이 많다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1656220 (Spamster) & #8811478 (Eunhee)
Turn right.,우회전해.,CC-BY 2.0 (France) Attribution: tatoeba.org #464290 (lukaszpp) & #8368159 (Eunhee)
Close your eyes again.,눈을 다시 감으세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #4574685 (Hybrid) & #5526754 (raining211)
Aren't you going to go there?,거기에 가 있지 않을 거야?,CC-BY 2.0 (France) Attribution: tatoeba.org #6102476 (CK) & #8367673 (Eunhee)
Are you seriously thinking about quitting your job?,정말로 직장을 그만둘 생각이신가요?,CC-BY 2.0 (France) Attribution: tatoeba.org #953122 (CK) & #11105866 (intertime)
He said hello to the woman.,그는 그 여자에게 인사를 건넸다.,CC-BY 2.0 (France) Attribution: tatoeba.org #383529 (Mouseneb) & #11106172 (intertime)
Tom couldn't say anything.,톰은 어떠한 말도 할 수 없었다.,CC-BY 2.0 (France) Attribution: tatoeba.org #3733775 (CK) & #11105309 (intertime)
I don't understand you.,네가 이해가 안돼.,CC-BY 2.0 (France) Attribution: tatoeba.org #436555 (lukaszpp) & #4708195 (rainbow4us)
No comment.,할 말이 없어.,CC-BY 2.0 (France) Attribution: tatoeba.org #873323 (U2FS) & #8368172 (Eunhee)
Release him.,그를 놓아 줘.,CC-BY 2.0 (France) Attribution: tatoeba.org #1841180 (CK) & #8368244 (Eunhee)
You've drunk three cups of coffee.,너는 커피 세 잔을 마셨다.,CC-BY 2.0 (France) Attribution: tatoeba.org #16723 (CK) & #11106143 (intertime)
The sand on the beach was white.,해변의 모래가 흰색이었다.,CC-BY 2.0 (France) Attribution: tatoeba.org #318495 (CK) & #11105283 (intertime)
Tom has a dog named Cookie.,톰은 쿠키라는 강아지를 키우고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #1845472 (CK) & #8365017 (Eunhee)
How do you feel?,어떤 기분이야?,CC-BY 2.0 (France) Attribution: tatoeba.org #25724 (CK) & #11105143 (intertime)
What're you doing?,뭐하는 거야?,CC-BY 2.0 (France) Attribution: tatoeba.org #1839618 (CK) & #11105698 (intertime)
I wish I were going with you.,우리가 같이 갔으면 좋겠다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2543166 (CK) & #3680995 (JangSungHyuk)
I'm having a hard time with German grammar.,독일어 문법에 어려움을 겪는 중이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #1894029 (CK) & #8421424 (Eunhee)
It is our obligation to help.,우리의 의무는 도와주는 것이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #267184 (bluepie88) & #3681035 (Eunhee)
It's a thing of the past.,이건 과거의 일이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #3059868 (LiliHanna) & #8364902 (Eunhee)
He went to New York on Monday.,그는 월요일에 뉴욕으로 갔다.,CC-BY 2.0 (France) Attribution: tatoeba.org #295916 (CK) & #11105167 (intertime)
It's not as cold today as it was yesterday.,오늘은 어제만큼 춥지 않다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1311330 (CK) & #4708188 (rainbow4us)
You should smoke less.,담배를 줄이셔야 해요.,CC-BY 2.0 (France) Attribution: tatoeba.org #40673 (CK) & #11105805 (intertime)
You'll regret it.,너 후회할거야.,CC-BY 2.0 (France) Attribution: tatoeba.org #2255390 (CK) & #6829689 (yesjustryan)
I thank you from the bottom of my heart.,진심으로 감사합니다.,CC-BY 2.0 (France) Attribution: tatoeba.org #268952 (CK) & #11105117 (intertime)
Goodbye.,안녕히 계십시오.,CC-BY 2.0 (France) Attribution: tatoeba.org #2591566 (tanay) & #9466301 (jujungsik)
He left three days ago.,그는 사흘 전에 떠났다.,CC-BY 2.0 (France) Attribution: tatoeba.org #296990 (CK) & #11105494 (intertime)
Are you bald?,대머리세요?,CC-BY 2.0 (France) Attribution: tatoeba.org #3172411 (CK) & #10603067 (ssuss32)
You need to follow me.,당신은 나를 따라올 필요가 있다.,CC-BY 2.0 (France) Attribution: tatoeba.org #958973 (CM) & #11106785 (intertime)
Why are you here?,왜 왔어요?,CC-BY 2.0 (France) Attribution: tatoeba.org #1481997 (yethay) & #6305027 (Queserasera)
This bread looks delicious.,이 빵 맛있어 보이네.,CC-BY 2.0 (France) Attribution: tatoeba.org #7994246 (CK) & #8406178 (Eunhee)
Antibiotics can't kill viruses.,항생제는 바이러스를 죽일 수 없어.,CC-BY 2.0 (France) Attribution: tatoeba.org #4853436 (CK) & #8365247 (Eunhee)
It's awfully warm today.,오늘은 끔찍하게 덥네.,CC-BY 2.0 (France) Attribution: tatoeba.org #8533230 (sundown) & #8533914 (Eunhee)
Tom is trying to figure things out.,톰은 이해하려고 노력하고 있다.,CC-BY 2.0 (France) Attribution: tatoeba.org #3446819 (CK) & #3681103 (JangSungHyuk)
I'm tired of dancing.,춤추는 것은 질렸어.,CC-BY 2.0 (France) Attribution: tatoeba.org #531645 (Shishir) & #8362500 (Eunhee)
I want a single room if possible.,되도록 일인실이면 좋겠어.,CC-BY 2.0 (France) Attribution: tatoeba.org #3022558 (sharptoothed) & #8361514 (Eunhee)
I'm going to go there with Tom.,난 톰이랑 거기에 갈 거야.,CC-BY 2.0 (France) Attribution: tatoeba.org #4665079 (CK) & #8367663 (Eunhee)
Please invite me the next time you have a party.,다음에 파티를 여시면 저를 초대해 주세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #3573813 (CK) & #11104641 (intertime)
You should quit smoking.,당신은 담배를 끊어야 한다.,CC-BY 2.0 (France) Attribution: tatoeba.org #495668 (CK) & #11105579 (intertime)
I use Firefox.,나는 파이어폭스를 사용해.,CC-BY 2.0 (France) Attribution: tatoeba.org #430893 (CK) & #4032549 (intratech)
Tom doesn't know anything about it.,톰은 그에 대해 아무것도 모른다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1094473 (CK) & #11104869 (intertime)
How long have you lived here?,너 여기서 산 지 얼마나 됐어?,CC-BY 2.0 (France) Attribution: tatoeba.org #61746 (CK) & #8306533 (ljj)
Tom left Mary.,톰은 메리의 곁을 떠났다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2237155 (CK) & #11105270 (intertime)
My daughter is not yet three.,내 딸은 아직 3 살이 안 됐어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8366705 (CK) & #8366744 (Eunhee)
What is his nationality?,그의 국적은 무엇입니까?,CC-BY 2.0 (France) Attribution: tatoeba.org #286323 (CK) & #11105869 (intertime)
Keep smiling.,계속 웃어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111637 (CK) & #8368324 (Eunhee)
Nobody lied.,아무도 거짓말을 하지 않았어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2093044 (CK) & #8368262 (Eunhee)
I didn't know that you had a boyfriend.,나는 너한테 남친이 있는 줄 몰랐어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7516164 (CK) & #11104839 (intertime)
Enjoy your meal.,맛있게 드십시오.,CC-BY 2.0 (France) Attribution: tatoeba.org #2192197 (acbarbosa) & #9466302 (jujungsik)
Every house on our street was blue except ours.,우리 집을 제외하고는 우리 집이 있는 거리의 모든 집들이 모두 파란색이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #680868 (Source_VOA) & #7788265 (HappyMidnight)
You finally succeeded in getting a job.,너 드디어 취직 성공했구나.,CC-BY 2.0 (France) Attribution: tatoeba.org #16102 (Swift) & #11105693 (intertime)
We've got a visitor.,손님이 오셨어요.,CC-BY 2.0 (France) Attribution: tatoeba.org #3636120 (CK) & #11105615 (intertime)
She whispered to me that she was hungry.,그녀는 나에게 귓속말로 배고프다고 했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #314121 (CK) & #11106092 (intertime)
I was the happiest man on earth.,나는 지구 상에서 가장 행복한 사람이었다.,CC-BY 2.0 (France) Attribution: tatoeba.org #253676 (CK) & #11110728 (intertime)
We're still eating.,우린 아직도 먹는 중이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #6440494 (CK) & #8516989 (Eunhee)
Do you like singing?,노래하는 거 좋아해?,CC-BY 2.0 (France) Attribution: tatoeba.org #23929 (CK) & #5383173 (rainbow4us)
What does that word mean?,그 말은 무슨 뜻입니까?,CC-BY 2.0 (France) Attribution: tatoeba.org #57962 (CK) & #11106542 (intertime)
There is something about him I don't like.,그에게는 마음에 들지 않는 구석이 있다.,CC-BY 2.0 (France) Attribution: tatoeba.org #760505 (CK) & #11106063 (intertime)
Show yourself.,네 모습을 보여줘.,CC-BY 2.0 (France) Attribution: tatoeba.org #1849365 (CK) & #8368249 (Eunhee)
Tom has a beautiful wife.,톰의 아내는 아름답다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1025513 (CK) & #11105385 (intertime)
I thought that my head would explode.,머리가 터질 거 같아,CC-BY 2.0 (France) Attribution: tatoeba.org #7173969 (CK) & #8306618 (ljj)
Are you deaf?,귀가 안 들리시나요?,CC-BY 2.0 (France) Attribution: tatoeba.org #1112140 (Scott) & #10605364 (ssuss32)
Has Tom arrived?,톰은 도착했습니까?,CC-BY 2.0 (France) Attribution: tatoeba.org #2244561 (CK) & #11106525 (intertime)
Do you know the name of the girl who was with Tom?,너 톰이랑 같이 있었던 여자애 이름 알아?,CC-BY 2.0 (France) Attribution: tatoeba.org #8516852 (CK) & #8533733 (Eunhee)
Tom is a bit nervous.,톰은 좀 불안해하고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8367045 (CK) & #8367055 (Eunhee)
Tom is a decent human being.,톰은 제대로 된 인간이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #7544377 (CK) & #8361848 (Eunhee)
I want to kiss you.,너에게 키스하고 싶다.,CC-BY 2.0 (France) Attribution: tatoeba.org #437047 (lukaszpp) & #11106177 (intertime)
He smiled.,그 사람은 미소지었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #1320015 (Eldad) & #8363339 (Eunhee)
I don't have a cell phone.,나한텐 핸드폰이 없어.,CC-BY 2.0 (France) Attribution: tatoeba.org #3927230 (Theocracy) & #8365254 (Eunhee)
This restaurant is busier on Saturdays.,이 음식점 토요일에는 더 붐벼.,CC-BY 2.0 (France) Attribution: tatoeba.org #2046888 (CK) & #4749599 (kimhkng)
Tom is working as a software engineer.,톰은 소프트웨어 기술자로서 일하고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #1495743 (CK) & #8365239 (Eunhee)
Take off your shoes.,신발을 벗어라.,CC-BY 2.0 (France) Attribution: tatoeba.org #18096 (CK) & #11105384 (intertime)
Be careful not to catch a cold.,감기 걸리지 않도록 조심하세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #473593 (CK) & #8437670 (Eunhee)
Is there a woman in your life?,네 인생에 여자가 있어?,CC-BY 2.0 (France) Attribution: tatoeba.org #1110752 (Scott) & #8361437 (Eunhee)
I love this school.,난 이 학교를 좋아해.,CC-BY 2.0 (France) Attribution: tatoeba.org #1819087 (Amastan) & #8394170 (Eunhee)
Don't pry into my private life.,내 사생활 좀 그만 캐물어.,CC-BY 2.0 (France) Attribution: tatoeba.org #262479 (CK) & #4720071 (kumdonghee)
I lost my camera.,카메라를 잃어버렸다.,CC-BY 2.0 (France) Attribution: tatoeba.org #253341 (CK) & #11105650 (intertime)
Keep driving.,계속 운전하고 있어봐.,CC-BY 2.0 (France) Attribution: tatoeba.org #2183007 (Hybrid) & #8368395 (Eunhee)
Forgive me.,날 용서해.,CC-BY 2.0 (France) Attribution: tatoeba.org #1349974 (sacredceltic) & #8363342 (Eunhee)
I don't really have a favorite color.,특별히 좋아하는 색깔같은 건 딱히 없어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8340605 (CK) & #8363214 (Eunhee)
I have never felt better.,이보다 더 좋았던 적이 없다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1884633 (davearms) & #8026876 (yesjustryan)
Try hard.,열심히 해.,CC-BY 2.0 (France) Attribution: tatoeba.org #271901 (Zifre) & #8363289 (Eunhee)
Tom often sings in his car.,톰은 자기 차 안에서 가끔 노래해.,CC-BY 2.0 (France) Attribution: tatoeba.org #6531393 (CK) & #8369700 (Eunhee)
Am I older than you?,내가 너보다 나이가 많아?,CC-BY 2.0 (France) Attribution: tatoeba.org #3402428 (CK) & #8363508 (Eunhee)
Let's hear the rest of the story.,이야기를 마저 들어 봅시다.,CC-BY 2.0 (France) Attribution: tatoeba.org #954152 (CK) & #4950396 (rainbow4us)
I know you hate school.,네가 학교를 싫어한다는 건 알고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2376555 (CK) & #8394162 (Eunhee)
"It's a ridiculous question, really.",참으로 어이없는 질문이네.,CC-BY 2.0 (France) Attribution: tatoeba.org #2440038 (CM) & #8407683 (Eunhee)
Tom reached into his bag and pulled out a book.,톰은 가방에 손을 넣어 책을 꺼냈다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2892362 (CK) & #3674981 (ssuss32)
